sgRNA,Gene,log2FC_Day4_mTeSR_r1_vs_plasmid,log2FC_Day4_mTeSR_r2_vs_plasmid,log2FC_Day7_E6_r1_vs_plasmid,log2FC_Day7_E6_r2_vs_plasmid,log2FC_Day7_mTeSR_r1_vs_plasmid,log2FC_Day7_mTeSR_r2_vs_plasmid,log2FC_Day9_E6_r1_vs_plasmid,log2FC_Day9_E6_r2_vs_plasmid,log2FC_Day9_mTeSR_r1_vs_plasmid,log2FC_Day9_mTeSR_r2_vs_plasmid,log2FC_Day14_E6_r1_vs_plasmid,log2FC_Day14_E6_r2_vs_plasmid,log2FC_Day14_mTeSR_r1_vs_plasmid,log2FC_Day14_mTeSR_r2_vs_plasmid
OG0083_ANF_HUMAN,ANF,-1.531937226853863,-0.8740981005537609,-0.6609550381442606,-0.8286362666177052,-0.6556758249414525,-0.5576716480449324,-0.8429469539249048,-1.43917865802492,-0.8957483352595492,-1.038895940071484,-0.8925341386786982,-0.957077290935228,-1.2155434353131866,-0.5318890491121717
OG0084_COPA_HUMAN,COPA,-0.1857783381674949,-0.590394063539728,-0.6712099207400328,-0.3521728246139908,-0.7045452953026139,-0.6640313605919665,-0.7682082567588306,-0.2988114633406464,-0.2670015547876847,-0.9131409273257524,-0.70047950823073,-0.7354473764057321,-0.4647236977178437,-0.211506047238128
OG0085_HEPC_HUMAN,HEPC,0.0461974346021012,0.6143952220288487,0.1485972589984179,0.4638466852926441,0.0249958132593484,0.3027692737815304,0.3969861784883761,0.3873060273378872,-0.0294016111964747,0.5026142523699679,0.2257772993347195,0.201734937329256,0.2269453564595203,0.5263746965529918
OG0086_INSL4_HUMAN,INSL4,-0.0342272575441793,0.0522366711622002,0.0959821857507048,-0.1951473101818432,-0.1309653155877175,-0.5501297767896034,-0.0813365111858175,-0.0792133200557252,-0.0462093411982689,-0.3098926550233418,0.0954864481319273,-0.0112997867538044,0.1144625398165306,-0.1136985351012676
OG0087_INSL3_HUMAN,INSL3,0.9267926551367224,0.2911423288607828,0.6215891192515013,0.3858610280440846,0.6181904547871913,0.5565326174519409,0.7778480208622014,0.238625782393548,0.528426884663709,0.2177072548290795,0.7442163126285308,0.4786242163797585,0.4445828765841479,0.3409520215004757
OG0088_INSL6_HUMAN,INSL6,-0.217961638335705,-1.0514305836668711,-0.8040460473210356,-0.9421271198592028,-1.32280472989358,-1.0599843919827414,-0.9940641259666184,-1.4018616440436755,-1.1075179067934575,-0.9476022564242684,-1.0436513107204115,-1.438925753150727,-1.314086050226484,-0.8723937074657364
OG0089_VGF_HUMAN,VGF,0.648359990214793,0.2881287806656782,0.630483853472958,0.6837346808140357,0.6901106555300967,0.4491442674440353,0.1561828975823331,0.6105484912627173,0.6323271356573787,0.3528510001971625,0.5912647500301134,0.5351064373051067,0.736948231190544,0.4455743572611563
OG0090_GHRL_HUMAN,GHRL,-0.0707186378538669,0.3953135603478319,0.2218826516768697,0.2135569870362186,0.0395646154120274,-0.3377687422566033,0.3292930105355598,0.1751980371314871,0.0339583795582694,-0.0929806888851629,0.069239022485787,0.0443791847215173,0.3144282117163968,0.1876220294327542
OG0091_GRP_HUMAN,GRP,0.9807265822416832,1.025017558424825,1.2808957272299892,1.0263691845205845,0.9217654905190428,0.94716351138692,1.2173942620024487,0.9949859656883664,1.1619873806093253,1.0309579588259157,0.8898719240342654,0.8208278749204752,1.0155871789497477,0.8237720119570326
OG0092_PACA_HUMAN,PACA,-0.5526903985490179,-0.3281776758939667,-0.283526408767333,-0.4972121960119366,-0.2544134960157258,-0.4548581433986935,-0.6176172768486872,-0.4657993965904925,-0.4077772679372451,-0.2574154092573142,-0.531497446899607,-0.4194541231496771,-0.5032132783611534,-0.3985564500883978
OG0093_SECR_HUMAN,SECR,-0.4622663590271489,-0.283473543799678,-0.8814886489021827,-0.3168810864831641,-0.4916147072818404,-0.2477754533757838,-0.2543232249971687,-0.2311477088190106,-0.06163155709004,-0.245491182435936,-0.3680671979831569,-0.4215228597980047,-0.1850901989854954,0.0445734934187704
OG0094_VIP_HUMAN,VIP,-2.296586667958553,-0.7973671590503955,-1.7877146957116992,-0.2015988797696621,-1.1056178001681165,-0.8610265808526592,-1.252248918812497,-0.8348967918496442,-1.1400432714361832,-0.3321420625090585,-1.1868908924762716,-0.4963746828779278,-0.5695795888411457,-0.2983693850925508
OG0095_ANF_HUMAN,ANF,1.1891811412412672,0.8629197772474253,1.133688562426288,1.149034790317225,0.6876724288656995,1.0748410866200544,0.7033419717629545,1.2712068027868906,1.0252726857318333,1.1123319334516155,0.9297386279073656,1.3010023091638845,1.1267248225271995,0.8890265048974921
OG0096_APEL_HUMAN,APEL,1.6080014710017494,1.5818446292213526,1.149918019942442,1.334407042095215,1.7574494164945058,1.67375077997659,1.6188674968856294,1.4473400054169063,1.5711401856178249,1.56220276966536,1.2740906985991174,1.429550274890058,1.4926077012943733,1.3304324566622403
OG0097_GHRL_HUMAN,GHRL,-0.5818560539044579,-1.0408982321296223,-0.9155876712601856,-0.3144368560430148,-1.428687807586705,-0.9333997603898396,-1.0319808368249852,-0.5787990117689343,-0.6245220973013694,-0.533732413692297,-0.7044568749293649,-0.4701879027747662,-0.5057449880743636,-0.4985270472629999
OG0098_OREX_HUMAN,OREX,0.1036070677363465,-0.1333703447280854,-0.0028384460505126,-0.1891621239896519,-0.7053070312256722,-0.0301710606159293,0.0207772488357385,-0.2374879835272594,-0.132717636589815,-0.2952721556298634,0.0879693080142534,-0.0585028358963146,0.2045452795998272,-0.3095332906647918
OG0099_SMS_HUMAN,SMS,0.4312177249786106,-0.3131495072759858,0.3449287301988164,0.2764830738989197,0.0648974182631594,-0.0805887297960072,-0.0089921720753043,0.1294029498033815,0.0583829532091204,0.136551040038368,0.1379111762835041,0.0236899396666547,0.2661441539446567,-0.0575636890495694
OG0100_TOR2X_HUMAN,TOR2X,1.6105414634826063,1.72308494727322,1.348158427468551,1.7354087847863866,0.9485238346057424,1.784943651079633,1.316881562576249,1.4266868491279858,1.383056300613184,1.709274625484083,1.3715939972422344,1.64218096759498,1.551835077606503,1.71826886334134
OG0101_VIP_HUMAN,VIP,0.0310145401385923,0.5079777556278771,0.1529529451717728,0.0490144986475851,0.3920563563152157,0.1492583245680592,0.275879084926192,0.2935787398057314,0.0196422666138431,0.0948611123544846,0.0299378070304889,0.042683133031403,0.1163362435500729,0.0523853109849046
OG0102_ANFC_HUMAN,ANFC,1.6698163261836232,1.987512029996683,1.542629060813054,1.628254441814274,1.7715170622901546,1.9866868312465211,1.6401316713880156,1.98248827213893,1.3593114578506746,1.7408632067154688,1.368620306486708,1.5161786626917824,1.4289727835403578,1.6807939205286877
OG0103_CORT_HUMAN,CORT,0.1976622983894671,-0.0550566721373471,-0.0134028779123767,-0.0122625379650926,0.1180361564276459,-0.079008272823092,-0.0368903061642864,-0.4181860770985341,-0.2332473970700679,0.1076407497177047,-0.0242762267235487,-0.2876716785493354,-0.080349540215689,0.3254992992544299
OG0104_GLUC_HUMAN,GLUC,1.1826132870758546,1.4655879376482712,0.9971979564994644,0.9786588067939056,1.443848841887256,1.533781386632015,1.1285624588517411,1.0888215735921651,1.01618808484805,1.046156321370615,1.0104458321197871,1.1405283504068198,1.277765041252204,1.1214346096845969
OG0105_PDYN_HUMAN,PDYN,0.7863148056603393,0.6117150296359863,0.8266722466355816,1.0958455731300347,0.71826370084856,0.7364849843236669,0.7096956013790177,0.6283126735476099,0.8939488792193995,0.8202037982740737,0.9887835606056878,0.8989361857802827,0.9301614447346545,0.4722798705232343
OG0106_ANF_HUMAN,ANF,-2.210196683321495,-1.7264108787779762,-2.051352850163566,-1.9482008603379928,-1.7118966543812135,-1.6784737100307048,-1.4792633834856144,-2.122674735037661,-1.7670653434923995,-2.2663306227267004,-2.0807434077614655,-2.235008272312798,-2.14159860437203,-1.7920285058865364
OG0107_COLI_HUMAN,COLI,-0.8131010731887631,-0.643869019171575,-0.8988089300170383,-0.2862455379853692,-0.4748264854472683,-0.6196389022940618,-0.7353635517270387,-0.6580126007886413,-0.561851640469877,-0.4445907133525644,-0.438057082245157,-0.0042160226092882,-0.5308778712334181,-0.2503480814572612
OG0108_GALA_HUMAN,GALA,0.5103136773500321,1.098748083288971,1.2438035794198132,1.2070438604903266,1.005043894590406,1.3771111125507025,0.8151589090860458,1.3131904234963248,0.935506403872962,1.1557808680662802,1.132833481747152,1.261025271648764,0.8392576789775408,1.297147396128505
OG0109_GLUC_HUMAN,GLUC,-1.2201960601111352,-0.8985446663581342,-0.9294244577763368,-0.4607743678258398,-1.08805915548586,-0.4872673653735937,-0.477474064107616,-0.6419859116071915,-0.5755135088559644,-0.5042075088202633,-0.7816030533075082,-0.6828681099134499,-0.8787587286014418,-0.6216800754948881
OG0110_GLUC_HUMAN,GLUC,-0.7065195857462054,-0.1756966264866299,0.2129258169951136,0.0219386449814411,0.3112458374313327,0.0850200563513023,-0.1234841624001799,-0.1618181167644188,0.6239718098900688,-0.3369558014915448,0.0729145129101294,-0.2773201061535886,0.641303375943723,-0.2119617821795199
OG0111_INS_HUMAN,INS,-0.7036279709734341,-0.9851888924854536,-0.1988759902177133,-0.7572781679012568,-1.0593318340643254,-0.945417182232454,-0.7517366077806589,-0.9566272256803714,-0.4908592719633624,-0.7319695420472758,-0.6182449723039802,-0.8209603135892092,-0.4435248277647154,-0.6423341048433038
OG0112_NPY_HUMAN,NPY,1.4070224807464609,1.0821234118729848,1.968990194749516,1.5460561790612637,1.3691321319305167,1.3546230190210746,1.0186811309768429,1.164346111204244,1.354950923939375,1.1373071277553244,1.8179270902235416,1.4893348334327694,1.6036705146831487,1.466232454493257
OG0114_PNOC_HUMAN,PNOC,-1.2710110456920471,-1.07904343931248,-0.8328042817114891,-1.1127784354383614,-1.0698139560427595,-1.0181554714289067,-0.9631250162134836,-1.3298254365238034,-0.7154138207637271,-1.2849985040482397,-1.0131061738796312,-1.0178786165949898,-0.9684366513361412,-0.9436714713684076
OG0115_A4_HUMAN,A4,0.0217879627174681,-0.8314660116087662,-0.2096066326331769,-0.299273949844153,-0.6931878382278125,-0.2235883253498638,-0.6890770930440038,0.0735596128303743,-0.108120819217909,-0.1074036064754935,-0.3447681280277361,0.2526401420584321,-0.1146111246975429,-0.3884538499784202
OG0116_APEL_HUMAN,APEL,-0.2506743011868284,-0.2614455626214091,-0.40430168999249,0.3259202402347654,-0.166502061188094,-0.3195420103779423,-0.353010507253451,0.4031535017999168,0.091892305454257,-0.0354059560210746,-0.2961859551528345,0.1477807804910291,0.1079502833703802,-0.1121046589780228
OG0117_COLI_HUMAN,COLI,0.3252752966846586,0.233715389948907,0.5100857374982102,0.247214843255783,0.6001012683833018,0.3003804141482824,0.4198471532464758,0.3344531105101769,0.9025423903698542,-0.1020219863891327,0.5348531700283754,0.1509365054226688,0.6102741981622337,0.1589505278277609
OG0118_GLUC_HUMAN,GLUC,-0.6740049992576829,-0.3579006989325517,-0.592925307896726,-0.8133045813989028,-0.4385494559128933,-0.5927454185242755,-0.4726651782241386,-0.6575187548779837,-1.1684809483913767,-0.6525565886285207,-0.5695351126943375,-0.3824726327886765,-1.097776700334876,-0.3776675767418904
OG0119_PRRP_HUMAN,PRRP,0.8724618710138845,0.7786578442164043,0.7512851328078956,1.167686134671099,0.8476392523575438,0.9213062436645724,0.9276406124393084,1.1636380524175465,1.150684197029964,1.2094196411703615,0.9714987173424064,1.1870360284387935,1.130214668391126,1.284791943430351
OG0120_ANF_HUMAN,ANF,-0.0617511729020456,-0.2501493534986085,-0.2723350637535144,0.229226106941514,-0.1660640116458296,-0.7390612957273177,-0.1869428269037936,0.0151852091763693,-0.1863930046605162,-0.4409163348872589,-0.3091086850836824,-0.1366166545653317,-0.2878049508980602,-0.5755901247770865
OG0121_ANFB_HUMAN,ANFB,0.325894983074761,0.8150634485520136,1.295637704878848,0.8499198612162129,0.7230580849961559,0.2391336390702001,1.4667836499390674,1.0015680808120866,0.241485485677483,0.505990176356061,1.0479059167051634,0.1465484678961797,0.1749209836424246,0.5571426340955732
OG0122_CALC_HUMAN,CALC,-0.5485627726276032,-0.1736185140407578,-0.6178189631671245,-0.388084191247243,-0.0635609053251453,-0.2803137014336698,0.1680954226092534,-0.395408518129221,-0.4089282633584101,-0.0952062542383931,-0.5261586360623145,-0.4440061156423258,-0.2714710007806502,0.0694995115008509
OG0123_ELA_HUMAN,ELA,-0.1042224002362779,0.025044031900915,-0.212582527616755,-0.2299061179625408,0.1856614519469115,-0.4989538025951088,-0.0722632638112443,-0.2092437648988063,-0.1115767516379655,-0.3106336873764839,-0.403769164680348,-0.0162394292560694,-0.103124468083541,-0.4106643833736605
OG0124_NMB_HUMAN,NMB,-1.325074412317136,-1.5532338369787375,-1.4344618284012896,-1.0797490978775688,-1.4432768333423152,-1.1696283271097911,-1.1135349672001809,-1.383318541501284,-1.0190981171165523,-1.3409506416586066,-1.4031139470333829,-1.2912817967861798,-1.1672401345199166,-1.2274623585132591
OG0125_PDYN_HUMAN,PDYN,-0.0292709590164506,0.0852121435766317,-0.1695559762728518,-0.4020292592262926,-0.0514433027702327,-0.2717553550912921,0.2019842178651849,-0.3914936399516566,-0.2852744057590577,-0.3844366898230493,0.1188007433957665,-0.3735207108409106,-0.201267602439481,-0.11642842551311
OG0126_ANF_HUMAN,ANF,-0.6264651729890343,-1.318819789302454,-0.4869786004631837,-0.5347071803800851,-1.3459961856247684,-0.7295718583761648,-1.3108735047719149,-0.9927560509768716,-0.4455420229546938,-0.846833006220443,-0.3935359064284629,-0.5189056276985209,-0.5248917741121257,-0.8650991179495069
OG0127_GLUC_HUMAN,GLUC,-1.488866536286106,-1.4349975100118684,-0.711195982355342,-1.1639312295394468,-1.6398711271273283,-1.2157470900724334,-1.4751497544526435,-1.3392403911653616,-1.3923541174623164,-1.1986033598849524,-0.8612477316321563,-1.7056427703187724,-1.6040856690905017,-0.9831397506045434
OG0128_INSL4_HUMAN,INSL4,-0.1224564542764152,-0.5846818040283228,-0.1583450881975938,-0.4881608373848785,-0.2049636126278375,-0.4963338115048614,-0.5075140565774099,-0.6670341807027942,-0.2193653351690585,-0.1694258309312761,-0.3060143705103453,-0.5014271325236752,-0.2816082391596097,-0.1445970987948044
OG0129_INSL6_HUMAN,INSL6,-0.5032150429787503,-0.6657986889657437,-0.8867107206501448,-0.8299757879496594,-2.364410664754307,-1.450026536246253,-1.189506332616988,-0.8457211203019881,-0.8654017910227365,-1.294199058594411,-0.9922659049579492,-1.308276983035526,-1.0716768305898556,-0.8822667304400396
OG0130_OREX_HUMAN,OREX,-0.428715458684481,-1.332995580417534,-1.8519890210245329,-1.06759802631791,-0.582120147111234,-0.7337567706111736,-1.713898763043581,-1.136591105564623,-0.2122468104109742,-0.7504829955044832,-1.707240269693818,-1.6552722104326367,-1.13941241329114,-1.1649158263473618
OG0131_PTHR_HUMAN,PTHR,0.4899068936326731,0.7068956817163663,0.4037251713023106,0.8261722126785891,0.2901390528569791,0.6060379098338924,0.4550919825338777,0.920887453394009,0.3716485726931058,0.7167200339070412,0.5144833226490331,0.6216530823531361,0.4374385026300906,0.7061155180682306
OG0132_SCG2_HUMAN,SCG2,-0.813726784122716,-1.089701366211619,-0.7795027837765005,-0.9349617894731974,-0.9063148249779668,-0.8420813812889847,-0.6518095107560669,-1.0486609606162371,-0.5483852780724519,-1.130074026745179,-0.8359185470119801,-1.057615272429933,-0.7960141110303933,-0.9370382544666852
OG0133_GAST_HUMAN,GAST,0.4936792466052129,0.9791404567241582,0.352744943615674,1.0054502987494305,0.8005001825826596,1.1082316622743953,0.6688262330247898,0.9866190552307366,0.8544902296260908,0.9319708373701996,0.4160047996777063,0.460449059426951,1.1324086302974,0.9313280211460296
OG0134_IGF2_HUMAN,IGF2,-0.6132213515632099,-0.3569224846964687,-0.4926190934300845,-0.4454280663137293,-0.3386522793405362,-0.1759567892190627,-0.5011486680407824,-0.2962758597982695,-0.3906440676941134,-0.5578490574472372,-0.4405629297686335,-0.3687735447594846,-0.5856056300985166,-0.5748818316065378
OG0135_PYY_HUMAN,PYY,-0.1912967936937217,-0.7716481333765906,-0.0629519503535487,-0.1320495991952022,-0.5605055233091925,-0.2485623662338483,-0.439727427441797,-0.4435720828942902,-0.4998666430624769,-0.1863717239938545,-0.0385918305283876,-0.1055238283617185,-0.1119595403721547,-0.1429091826215653
OG0136_INSL3_HUMAN,INSL3,-0.127580239214005,-0.3237045754042924,0.0659487607407367,-0.0789633010492671,0.2296456836936844,-0.3370163418745679,0.2727905089063664,-0.3001021775703894,0.010252199712335,-0.3404346894811958,-0.0228114744065646,-0.2184553839130902,-0.1737887399205675,-0.3280042612445868
OG0137_APEL_HUMAN,APEL,-0.1139104079715629,0.4547850655813104,-0.2939549688989533,-0.0704139426847803,0.2145703166433392,0.3870867581051609,0.2007271869965112,0.0608396255032577,-0.0181813034394089,0.1241196674524172,0.1577207525920485,0.3000516100336323,0.0073370763900886,0.3709399958860562
OG0138_NPY_HUMAN,NPY,-0.3861748482648774,-0.553655945107506,-0.6249111545153916,-0.2261637390643471,-0.6634798321347422,-0.3685331486540537,-0.7063210168106995,-0.3719236607348311,-0.0886726806357014,-0.1587939998480294,-0.4966835537641074,-0.3373321621310037,-0.0632444059086729,0.049667430004483
OG0139_PAHO_HUMAN,PAHO,-0.1056093738113137,0.2995465707234857,-0.217861710844593,-0.2242501972280433,0.0489937420604231,0.043021339602685,-0.2588616062148947,-0.1970743503875507,0.1533976206561504,-0.1783588620366458,-0.2876715383933756,-0.2013401018529617,-0.1802222803457684,-0.0991470557487712
OG0140_PTHR_HUMAN,PTHR,0.0260301619094711,0.4832064310865593,0.2529039178554129,0.6820154912548624,0.4843724776820206,0.8172866902904463,0.489495617438525,0.4213164823431476,-0.0601160717907713,0.7236965367411425,0.4062756721350915,0.4233852283887298,0.2827315280827687,0.658297042890279
OG0141_PYY_HUMAN,PYY,-0.8641028029193887,-0.2206007490842623,-0.2111859434618708,-0.4260084998961488,-0.499145027793487,-0.4822585206860523,-0.4486704566905324,-0.2769876330706253,-0.3062124697942909,-0.2764591739146951,-0.3513103586479875,-0.2919989290163549,-0.5296288260284818,-0.0652643041209977
OG0142_ANF_HUMAN,ANF,-1.8264640416518851,-2.2169415880968746,-1.9741764408095612,-1.91183515360062,-2.1117806810626956,-1.6294190816320082,-1.751416571103391,-1.920415191389358,-1.662086078266631,-1.8034546898729695,-1.955256407512319,-1.6091653864135491,-1.8689067384049365,-1.5461013933315346
OG0143_CALCA_HUMAN,CALCA,-0.315117907698907,-0.22251481846253,0.4382613263185817,-0.0743653330868863,0.2106230678256189,-0.0459535437269877,-0.1496094592186043,-0.1293818411660918,-0.1875144105828798,0.0911516276076245,0.1883794559443092,-0.2576175091187682,-0.0687575779554219,0.2045426505012155
OG0144_CALCB_HUMAN,CALCB,0.155387192275846,0.001473291255591,0.3659509589003793,-0.0598240607422617,0.2479350848484038,0.2860483248306842,-0.0005289504589196,0.3085055708843427,0.2578701293976575,0.4863556995464293,0.1903374441436085,0.1405609392457396,0.5118596301034959,0.4559876860539695
OG0145_GLUC_HUMAN,GLUC,-0.5786887396766272,-0.8271502465450951,-0.6618738931979067,-0.3792841387045342,-1.0847069092934305,-1.4523914361994483,-1.0451231163683836,-0.9729644341287162,-0.7112670932091412,-0.9846940687558394,-0.644348345387602,-0.7708365128237951,-0.8137634240173206,-0.9723443497736302
OG0146_GLUC_HUMAN,GLUC,0.2967407135418085,0.3246532510584128,0.2393504352720832,0.2543809303019522,0.2873318841322376,0.1434037828612169,0.2778050011273851,0.262109973556992,0.0285718376430192,0.2412670514560897,0.1389046853070876,0.1617169388791683,-0.0297390055364275,0.2720204118074729
OG0147_IAPP_HUMAN,IAPP,-0.2644174553825298,-0.7145574325622981,-0.3360867402630969,-0.2735223415857621,-0.6370211146661795,-0.3423685758021477,-0.2892890219996609,-0.3299529372087946,-0.0331835887876312,-0.6601281822520395,-0.4215357803355051,-0.588121915329598,-0.5534596744005906,-0.7685654545878844
OG0148_DB133_HUMAN,DB133,-0.5112193023313178,-1.595596337025741,-0.1026513173322261,-0.6320328931518873,-1.0087271104022362,-0.994061851751491,-0.9950813142453292,-0.09094884657876,0.0526265049126095,-0.5208980933669576,-0.2856701120319638,-0.0162537970867751,0.1465114157908047,-0.6064102835489278
OG0149_EDN1_HUMAN,EDN1,-0.3456328654294829,0.1196078513451297,0.3505549974045134,0.0447798928947893,0.3388350413701957,0.1409019419210437,0.3075548008003128,0.2102472028253572,0.1712043487335979,0.3732374676528263,0.0819496179663445,0.2537286167207924,0.1524656905722938,0.3237977293755136
OG0150_PACA_HUMAN,PACA,0.5858433535851848,0.610574279925304,1.0149682887935558,0.3750654551165855,0.9434976661487582,0.6402649466218175,0.8122749253295538,0.758507677032588,0.6232952832481988,0.2901816039668361,0.6850572419482877,0.2829059844059411,0.5736125654763455,0.4971583513690021
OG0151_UCN3_HUMAN,UCN3,0.2430830903654488,0.1124983793843821,0.283868687069658,0.0009408314915884,-0.1553209650327769,-0.226711944920936,-0.0283498230899734,0.2822209638815831,-0.1494432675989667,-0.0939436486695886,0.2752220510655352,0.2296411508509681,0.0303361230581202,0.1971919203172092
OG0152_VGF_HUMAN,VGF,-1.3611348691946876,-0.5257593049274476,-0.3900960324718845,-0.7792783700443717,-0.9561225838424684,-0.6974471519893122,-0.6512762287953322,-0.8718436169054282,-0.6098740314146074,-0.8987892853504604,-0.5107729523534559,-1.0343409760103626,-0.4333896462415207,-0.5198524707998473
OG0153_COLI_HUMAN,COLI,-0.5412411762551415,-0.526973292274775,-0.1573342044697447,-0.3098048508670779,-0.3594273671794976,-0.0500331533034046,-0.1117547294199674,-0.290378462359941,0.0679803365969498,-0.1329179342674677,-0.2274774686185718,-0.4709459323784219,-0.3193756056965071,-0.2008467641371485
OG0154_NEU2_HUMAN,NEU2,-0.9162874342874332,-1.179847569833086,-1.09714521237966,-1.273995063739962,-1.656495086601403,-0.663398174048,-0.7095034007207452,-1.310457211317262,-0.934150663091046,-1.095064621125081,-1.118455318739889,-1.0905765281613409,-1.2211621314659773,-0.7391344147276797
OG0155_A4_HUMAN,A4,-0.2541822268617153,-0.4372864185978464,-0.7718214920935917,-0.1675374186451357,-0.6665954627046968,-0.6488077575781812,-0.7297059786720368,-0.1808260267004104,-0.3431497406219748,-0.512916690111016,-0.6820844265116719,-0.1530454707576414,-0.1551958776108915,-0.440296212698863
OG0156_ADM2_HUMAN,ADM2,0.2227468786579844,0.3948279671930681,0.5347397993674843,0.4055469956141149,0.4811670843424789,-0.0579559159960734,0.2698553852001684,0.2572350397360932,0.2910649584441103,0.1099710928100972,0.5447040047960137,0.5468976993505485,0.3401663429575539,-0.0412789397987545
OG0157_SCG2_HUMAN,SCG2,-0.0013589957932786,0.1216527182804654,-0.1340931157733784,-0.3906566240347029,0.3538107531991521,0.0222773105416393,-0.1182137554434366,0.066451053878529,-0.1776061244385207,-0.0199976857842294,-0.3151629080569016,-0.1190948262246553,-0.1021984445574659,-0.0372213818742714
OG0158_UCN1_HUMAN,UCN1,-1.8196374666243873,-1.3544310206518997,-1.5740924641284249,-1.4336527296006487,-1.593629295373768,-1.385274773928188,-0.9966544065789478,-1.920237744101545,-1.4200840081940669,-1.355504954864605,-1.5580464199473294,-1.649146200205708,-1.8644324788120876,-1.439119400766664
OG0159_CRF_HUMAN,CRF,0.6660552341447321,1.0856145356558002,1.0588450898425137,0.9311669344821248,1.035107816603766,1.33539459652091,1.064622925061366,1.2625113672009558,1.380861119700235,1.288950961581344,1.0177265793745356,1.4301526362286925,1.0893133411379825,1.1800328286279864
OG0160_DFB4A_HUMAN,DFB4A,1.071687614068658,1.002582931700747,1.1654114196679473,1.2737142311767151,0.5457687923902643,0.7217288308795915,0.8014670122758574,1.1828515570689009,1.405632870491143,0.8908693862198547,0.7883875627366876,0.8090876886100258,1.102716280096324,0.6294814407719151
OG0161_PENK_HUMAN,PENK,-0.2182664223586208,0.1167755235646605,0.1452993642260267,-0.1160644299843696,0.1855405658241817,0.2349599971672358,-0.2564007160332036,0.1947998525691758,-0.2731726614657788,-0.2310926500731316,-0.1460292823049176,-0.0288178861148615,-0.0370970745284768,-0.0941949757296569
OG0162_UCN2_HUMAN,UCN2,-0.4086320070814864,-1.0830402061046769,-1.0087655898340344,-1.1173196951905968,-0.8039721473931856,-0.8774906821905475,-0.845965449579154,-1.1823173380645908,-0.7752994093702483,-0.8629696746044022,-0.8743123120050065,-0.935704004743254,-0.6189912003422808,-0.4761043363209083
OG0163_A4_HUMAN,A4,-0.1169634530415191,-0.2905990030354868,-0.3267368775404957,-0.1698069431622588,0.2519906882719489,-0.3662389674414896,0.1559812347840932,-0.1176275521543406,0.1442489882556312,-0.3654591609363802,-0.3275198756024533,-0.1188061869147585,-0.0054127045040033,-0.0317230184857173
OG0164_GIP_HUMAN,GIP,-0.3654920278225368,-0.2293484813827468,-0.3883062498147165,-0.0324793866818158,0.0104503000473279,-0.0485688738608818,-0.6498218566515206,-0.2745846856061842,-0.3284419783018943,-0.1380689448187073,-0.5187579847535879,-0.2491802152795657,-0.0119025711951685,-0.1547113096387402
OG0165_VIP_HUMAN,VIP,-0.5615990450662611,-0.4695331194856926,-0.2927398888777919,-0.5534710165971735,-0.7301798913675661,-0.3292357230034017,-0.5425324194756556,-0.9413336396834532,-0.4419494925029319,-0.2819488536747734,-0.282927956501025,-0.8279297956623282,-0.8751953649105193,-0.2642627732812936
OG0166_DB114_HUMAN,DB114,-0.2212681766031128,0.0766822456140676,-0.3853585843934599,-0.3011824804883058,0.0848751538598104,-0.2307522338681202,0.2263819485370586,-0.5484938816643545,-0.2797134210139962,-0.5947549493866724,-0.5225824258371752,-0.4255162629907953,-0.0903395678610152,-0.1806853200736977
OG0167_ENHO_HUMAN,ENHO,-0.6881917727780973,-0.7304709735133414,-0.4300164202087586,-0.7167150803886191,-0.790133411713013,-0.5129660642170624,-0.3396187918555142,-0.8206890576906058,-0.4899925889810514,-0.5696806465332838,-0.297365327417868,-0.9563921609253434,-0.1847177068734176,-0.4200974947613591
OG0168_OX26_HUMAN,OX26,-0.131204807999536,-0.1289471711540546,0.0886194621339253,-0.0990081784862564,-0.3847558272509133,-0.3483460743073951,-0.0556693892247714,-0.5308179066906824,0.0534416421422641,-0.6031016658414075,-0.2714863570372294,-0.4283194172880211,-0.3676364624927828,-0.3263206916949883
OG0169_SLIB_HUMAN,SLIB,-0.5581254811321745,-0.6099308635256726,-0.6129049750406121,-0.5570513378522559,-0.651266390510699,-0.8181216293688536,-0.6467575979495379,-1.0458937252119735,-0.6549995732549405,-0.726163944332793,-0.6208881569198699,-0.4476548739486716,-0.3713401950812454,-0.5116483227956898
OG0170_D103A_HUMAN,D103A,0.2370125098471316,-0.1754433196312952,0.3344076962532138,0.109126127216852,0.0215137501264166,-0.1488536360929639,0.2255585291401995,0.034423592763737,0.154062330611632,0.0852809672292114,0.3049854081553924,-0.0105129014205953,0.1644794306787904,-0.1050723129551531
OG0171_EREG_HUMAN,EREG,-0.7045470331690034,-1.4376689697165368,-0.5173604585369382,-0.5367247334129921,-0.4103559924615663,-0.8415197067257427,-1.211870603125453,-0.522797539692105,-0.5658321083548099,-0.7985699763785696,-0.7406357196385152,-0.4091164135817102,-0.788143784265003,-0.6841536951085327
OG0172_ADM2_HUMAN,ADM2,-0.2194859153486241,0.1368300526558368,-0.1088558982915213,0.1442001240682611,-0.3353796230359673,-0.1392644279628818,0.1323294423237264,-0.0332222682407046,-0.1506574564735281,-0.2068268338173684,0.070687416517666,-0.0854402817541988,-0.0570669436058715,-0.3002496180558278
