sgRNA,Gene,log2FC_Day4_mTeSR_r1_vs_plasmid,log2FC_Day4_mTeSR_r2_vs_plasmid,log2FC_Day7_E6_r1_vs_plasmid,log2FC_Day7_E6_r2_vs_plasmid,log2FC_Day7_mTeSR_r1_vs_plasmid,log2FC_Day7_mTeSR_r2_vs_plasmid,log2FC_Day9_E6_r1_vs_plasmid,log2FC_Day9_E6_r2_vs_plasmid,log2FC_Day9_mTeSR_r1_vs_plasmid,log2FC_Day9_mTeSR_r2_vs_plasmid,log2FC_Day14_E6_r1_vs_plasmid,log2FC_Day14_E6_r2_vs_plasmid,log2FC_Day14_mTeSR_r1_vs_plasmid,log2FC_Day14_mTeSR_r2_vs_plasmid
GS0320_LACRT_HUMAN,LACRT,-0.9479148646797118,-0.9658232010891704,-0.9645362267111004,-0.9685621536522468,-1.1196308700397388,-1.0000138867151875,-0.6490246838274221,-1.2166467955152758,-0.8325251254800552,-0.8821766763069032,-0.6447186884497977,-1.399104628231191,-0.8843697678694031,-0.7228343805644428
GS0321_LEG1_HUMAN,LEG1,-1.5530139516850596,-1.0521571589229115,-1.4377564933727065,-1.6138899734883978,-1.872671945892117,-0.8535572940311269,-1.2464626563478731,-1.491310955896811,-1.5122021872118658,-1.0296289533726952,-1.3678021920866712,-1.6123281219306946,-1.6706053196283683,-1.2618498108376404
GS0322_LEG3_HUMAN,LEG3,1.3005373510994822,0.7083526769360695,0.7343326816474285,0.9746165266762236,1.3280384842656918,1.288448781378028,1.27277406025091,1.0167127503583178,1.007988851866907,0.8485543955986348,0.7318449947498493,0.8002924987391413,0.6028419511892036,1.1249199214861123
GS0323_LEP_HUMAN,LEP,-0.542982029984497,-0.638632689029409,-0.5922357418563688,-0.2457578578463124,-0.5746580478975503,-0.7335392365414322,-0.5201937853450502,-0.4354324707426755,-0.4502300070085692,-0.5171519622224618,-0.6128661002198168,-0.6888612101970537,-0.6992446793007066,-0.8305273767810917
GS0324_LFTY1_HUMAN,LFTY1,0.7309976374155269,1.1787396138052113,0.6866862071891706,1.0250280998980583,1.341364531367942,1.1018261260250224,1.452554602434482,1.0521067419541783,0.8326098265147337,0.6785697308344361,0.8051331705252416,0.9109021755801816,0.9574411924894708,0.5748802882542758
GS0325_LFTY2_HUMAN,LFTY2,-1.7233541938147896,-0.6818446613586051,-0.296907586317797,-1.3522241665980292,-0.3638051270227382,-1.0027593167635462,-0.0526111324591784,-1.2268307407187962,-0.9665237356233334,-1.5052607470667931,-0.6217359179105646,-2.1432587619043435,-0.9474243698832154,-0.9496324389744436
GS0326_LIF_HUMAN,LIF,-0.4069793875415328,-0.0439865728434103,-0.1196243220494075,-0.3765557445906644,-0.2084244524007843,0.1270423203638095,-0.2866513404831572,-0.1635359366923126,-0.4720655799551085,-0.0780400925609665,-0.1662646251959163,-0.2962912884409387,-0.5027859650808644,0.0171006240632269
GS0327_LSHB_HUMAN,LSHB,-0.984923062180842,-0.3752435919652086,-0.511042126292983,-0.3730810928182837,-0.878363144765359,-0.6333705603205999,-0.1568932762972963,-0.8291126294965405,-0.8659595405389169,-0.5377534571817932,-0.8004261541678996,-0.8861271707890381,-0.7514739105802164,-0.5977863805706161
GS0328_MACC1_HUMAN,MACC1,-5.2032071447412,-5.2032071447412,-0.9027850389861872,-2.660019564307402,0.2058763321281231,-5.2032071447412,-0.5364256305976065,-3.903835219903666,-0.986387306727316,-0.0396061788025985,0.8537238735998409,-2.599298731423572,-0.8695825347222081,-0.5649101144341122
GS0329_MANF_HUMAN,MANF,0.5673905520013207,0.5914667743650046,0.7021520906083119,0.6547361682813229,0.1714236109250038,0.281196076734922,0.3116419894127649,0.639991293157129,0.3230299092662836,0.7440166092297158,0.2976546968398068,0.3589330625177354,0.6294310952212463,0.5811561085413981
GS0330_MCHERRY_CONTROL,MCHERRY,-0.6884080085796249,-0.7428543828561303,-0.765771677121057,-0.7099959573464005,-0.7091074700874742,-0.7853450527529038,-0.5345883075864393,-0.9915884163995176,-0.5336451835814717,-0.7877841303390465,-0.8056382114205309,-1.044925191331295,-0.7295001505996606,-0.8413852375419797
